0,19.476,0,15.174,1.0936,0.81066,-0.41537,-6.4171,10.646,-5.1419,0,0,30.732,8.1672,0,14.389,0.80022,-0.10369,-0.14337,-8.253,9.0547,7.1434,0,0,18.114,11.309,0,0.78449,0.29341,0.91435,-0.272,1.8359,1.591,-12.285,0,0,12.618,0.94368,0,-0.44678,-0.10688,-0.60872,0.0044841,-0.12241,0.84008,0.19978,0,0,0.33823
0.00018946,19.438,0,15.172,1.0929,0.80863,-0.41449,-6.423,10.639,-5.1033,0,0,30.69,8.1668,0,14.389,0.8003,-0.10303,-0.14331,-8.2527,9.054,7.1428,0,0,18.114,11.271,0,0.78317,0.29258,0.91166,-0.27118,1.8296,1.585,-12.246,0,0,12.576,0.94329,0,-0.44657,-0.10679,-0.60806,0.0045451,-0.12211,0.83939,0.19922,0,0,0.33849
0.00028419,19.419,0,15.172,1.0925,0.80761,-0.41405,-6.426,10.636,-5.0841,0,0,30.669,8.1666,0,14.389,0.80034,-0.1027,-0.14328,-8.2525,9.0537,7.1426,0,0,18.114,11.252,0,0.78251,0.29216,0.91031,-0.27077,1.8265,1.5821,-12.227,0,0,12.555,0.9431,0,-0.44646,-0.10675,-0.60773,0.0045758,-0.12196,0.83904,0.19895,0,0,0.33861
0.00075783,19.324,0,15.169,1.0907,0.80255,-0.41185,-6.4407,10.619,-4.988,0,0,30.566,8.1655,0,14.39,0.80055,-0.10106,-0.14313,-8.2518,9.0519,7.1413,0,0,18.115,11.159,0,0.77924,0.29011,0.90361,-0.26872,1.8111,1.5672,-12.129,0,0,12.451,0.94208,0,-0.44594,-0.10654,-0.6061,0.0047305,-0.12122,0.8373,0.19763,0,0,0.33919
0.00084203,19.307,0,15.169,1.0903,0.80165,-0.41146,-6.4433,10.616,-4.971,0,0,30.548,8.1653,0,14.39,0.80059,-0.10077,-0.1431,-8.2517,9.0516,7.1411,0,0,18.115,11.142,0,0.77866,0.28974,0.90243,-0.26836,1.8083,1.5645,-12.112,0,0,12.433,0.94189,0,-0.44585,-0.1065,-0.60581,0.0047582,-0.12109,0.837,0.1974,0,0,0.33928
0.00094729,19.286,0,15.168,1.0899,0.80053,-0.41097,-6.4466,10.612,-4.9497,0,0,30.525,8.165,0,14.39,0.80064,-0.10041,-0.14307,-8.2515,9.0512,7.1408,0,0,18.115,11.121,0,0.77794,0.28929,0.90094,-0.2679,1.8049,1.5613,-12.091,0,0,12.41,0.94165,0,-0.44573,-0.10646,-0.60545,0.004793,-0.12093,0.83661,0.19712,0,0,0.33939
0.00094729,19.286,0,15.168,1.0899,0.80053,-0.41097,-6.4466,10.612,-4.9497,0,0,30.525,8.165,0,14.39,0.80064,-0.10041,-0.14307,-8.2515,9.0512,7.1408,0,0,18.115,11.121,0,0.77794,0.28929,0.90094,-0.26791,1.8049,1.5613,-12.091,0,0,12.41,0.94165,0,-0.44573,-0.10646,-0.60545,0.0047931,-0.12093,0.83661,0.19712,0,0,0.33939
0.0018946,19.098,0,15.163,1.0862,0.79043,-0.4066,-6.476,10.579,-4.7584,0,0,30.32,8.1625,0,14.391,0.80105,-0.097178,-0.14277,-8.2501,9.0477,7.1386,0,0,18.116,10.936,0,0.77142,0.28519,0.88761,-0.26384,1.7741,1.5317,-11.897,0,0,12.204,0.93937,0,-0.44468,-0.10603,-0.60224,0.0051096,-0.11952,0.83313,0.19475,0,0,0.34025
0.0023682,19.006,0,15.16,1.0845,0.78555,-0.4045,-6.4904,10.563,-4.6651,0,0,30.219,8.1609,0,14.392,0.80127,-0.095559,-0.14262,-8.2495,9.0458,7.1378,0,0,18.116,10.845,0,0.76826,0.28322,0.88111,-0.26188,1.7591,1.5174,-11.803,0,0,12.104,0.93813,0,-0.44415,-0.10582,-0.60064,0.0052735,-0.11882,0.83137,0.19365,0,0,0.34057
0.0047364,18.548,0,15.147,1.0757,0.76112,-0.39401,-6.5623,10.483,-4.2003,0,0,29.721,8.1519,0,14.394,0.80232,-0.087647,-0.14189,-8.2469,9.0364,7.1351,0,0,18.115,10.396,0,0.75244,0.27339,0.84876,-0.25212,1.6845,1.4465,-11.335,0,0,11.606,0.93104,0,-0.44151,-0.10473,-0.59289,0.0061133,-0.11562,0.82255,0.18919,0,0,0.34105
0.0051575,18.468,0,15.144,1.0742,0.75681,-0.39217,-6.575,10.469,-4.1185,0,0,29.633,8.15,0,14.395,0.8025,-0.08627,-0.14176,-8.2465,9.0347,7.1349,0,0,18.114,10.318,0,0.74966,0.27167,0.84308,-0.2504,1.6715,1.434,-11.253,0,0,11.518,0.92963,0,-0.44104,-0.10454,-0.59154,0.0062663,-0.11509,0.82098,0.18857,0,0,0.34094
0.0056837,18.368,0,15.141,1.0723,0.75152,-0.38991,-6.5907,10.451,-4.0174,0,0,29.524,8.1475,0,14.395,0.80274,-0.084542,-0.14161,-8.246,9.0325,7.1348,0,0,18.114,10.221,0,0.74622,0.26955,0.83606,-0.2483,1.6553,1.4187,-11.152,0,0,11.411,0.92779,0,-0.44044,-0.10429,-0.58987,0.0064605,-0.11444,0.81899,0.18786,0,0,0.34073
